apparentTemperature,cloudCover,date,dewPoint,hour,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
4.98,0.08,2016-10-05,2.81,22,0.76,clear-night,,,0.0,0.0,,1031.71,Clear,6.78,1475697600,0.0,12.83,35.0,,2.53
4.45,0.08,2016-10-05,2.81,23,0.77,clear-night,,,0.0,0.0,,1031.61,Clear,6.51,1475701200,0.0,12.83,33.0,,2.82
4.08,0.0,2016-10-06,2.69,0,0.82,clear-night,,,0.0,0.0,,1031.13,Clear,5.43,1475704800,0.0,12.28,32.0,,1.81
2.79,0.0,2016-10-06,2.63,1,0.86,clear-night,,,0.0,0.0,,1030.76,Clear,4.78,1475708400,0.0,11.3,18.0,,2.33
3.27,0.45,2016-10-06,2.93,2,0.83,partly-cloudy-night,,,0.0,0.0,,1030.48,Partly Cloudy,5.64,1475712000,0.0,12.28,20.0,,3.01
3.87,0.77,2016-10-06,3.09,3,0.83,partly-cloudy-night,,,0.0,0.0,,1030.23,Mostly Cloudy,5.8,1475715600,0.0,12.28,19.0,,2.48
3.91,0.74,2016-10-06,3.09,4,0.84,partly-cloudy-night,,,0.0,0.0,,1029.38,Mostly Cloudy,5.6,1475719200,0.0,11.46,18.0,,2.16
3.32,0.74,2016-10-06,2.92,5,0.84,partly-cloudy-night,,,0.0,0.0,,1028.68,Mostly Cloudy,5.42,1475722800,0.0,11.33,20.0,,2.59
4.01,0.77,2016-10-06,3.1,6,0.82,partly-cloudy-night,,,0.0,0.0,,1028.18,Mostly Cloudy,5.88,1475726400,0.0,10.81,22.0,,2.42
4.42,0.88,2016-10-06,3.09,7,0.81,partly-cloudy-night,,,0.0,0.0,,1027.68,Mostly Cloudy,6.12,1475730000,0.0,10.78,19.0,,2.27
4.36,0.66,2016-10-06,3.18,8,0.81,partly-cloudy-day,,,0.0,0.0,,1027.33,Mostly Cloudy,6.23,1475733600,0.0,10.61,12.0,,2.49
5.32,0.65,2016-10-06,3.56,9,0.79,partly-cloudy-day,,,0.0,0.0,,1027.1,Mostly Cloudy,6.94,1475737200,0.0,10.44,18.0,,2.34
6.27,0.0,2016-10-06,4.38,10,0.77,clear-day,,,0.0,0.0,,,Clear,8.26,1475740800,1.0,9.77,28.0,,3.24
6.89,1.0,2016-10-06,4.93,11,0.76,cloudy,,,0.0,0.0,,1026.75,Overcast,8.97,1475744400,1.0,10.78,26.0,,3.69
7.41,0.83,2016-10-06,5.39,12,0.75,partly-cloudy-day,,,0.0,0.0,,1026.58,Mostly Cloudy,9.55,1475748000,1.0,10.73,38.0,,4.08
10.32,1.0,2016-10-06,5.79,13,0.74,cloudy,,,0.0,0.0,,1026.16,Overcast,10.32,1475751600,1.0,10.51,29.0,,3.97
10.8,1.0,2016-10-06,6.21,14,0.73,cloudy,,,0.0,0.0,,1025.61,Overcast,10.8,1475755200,1.0,10.56,37.0,,4.18
11.13,1.0,2016-10-06,6.88,15,0.75,cloudy,,,0.0,0.0,,1025.06,Overcast,11.13,1475758800,1.0,10.85,35.0,,4.43
11.07,1.0,2016-10-06,6.99,16,0.76,cloudy,,,0.0,0.0,,1024.56,Overcast,11.07,1475762400,1.0,10.98,33.0,,4.46
11.14,1.0,2016-10-06,7.43,17,0.78,cloudy,,,0.0,0.0,,1024.38,Overcast,11.14,1475766000,0.0,10.73,29.0,,4.64
10.72,1.0,2016-10-06,7.58,18,0.81,cloudy,,,0.0,0.0,,1024.26,Overcast,10.72,1475769600,0.0,10.48,37.0,,4.7
10.46,1.0,2016-10-06,7.68,19,0.83,cloudy,,,0.0,0.0,,1024.33,Overcast,10.46,1475773200,0.0,10.98,39.0,,4.22
10.42,1.0,2016-10-06,7.78,20,0.84,cloudy,,,0.0,0.0,,1024.46,Overcast,10.42,1475776800,0.0,10.8,37.0,,3.93
10.24,1.0,2016-10-06,7.99,21,0.86,cloudy,,,0.0,0.0,,1024.61,Overcast,10.24,1475780400,0.0,10.62,34.0,,4.43
10.18,1.0,2016-10-06,8.03,22,0.87,cloudy,,,0.0,0.0,,1024.56,Overcast,10.18,1475784000,0.0,10.36,31.0,,4.58
10.29,1.0,2016-10-06,8.08,23,0.86,cloudy,,,0.0,0.0,,1024.21,Overcast,10.29,1475787600,0.0,10.06,30.0,,4.03
10.27,1.0,2016-10-07,8.49,0,0.89,cloudy,,,0.0,0.0,,1024.06,Overcast,10.27,1475791200,0.0,10.22,30.0,,4.67
10.17,1.0,2016-10-07,8.06,1,0.87,cloudy,,,0.0,0.0,,1023.76,Overcast,10.17,1475794800,0.0,10.19,36.0,,4.18
10.17,1.0,2016-10-07,8.4,2,0.89,cloudy,,,0.0,0.0,,1023.51,Overcast,10.17,1475798400,0.0,10.25,34.0,,5.03
10.14,1.0,2016-10-07,8.56,3,0.9,cloudy,,,0.0,0.0,,1023.38,Overcast,10.14,1475802000,0.0,10.9,35.0,,4.34
10.14,1.0,2016-10-07,8.06,4,0.87,cloudy,,,0.0,0.0,,1023.06,Overcast,10.14,1475805600,0.0,10.86,39.0,,4.0
8.04,1.0,2016-10-07,8.05,5,0.88,cloudy,,,0.0,0.0,,1022.76,Overcast,9.98,1475809200,0.0,10.38,33.0,,3.85
10.02,0.94,2016-10-07,7.93,6,0.87,cloudy,,,0.0,0.0,,1022.66,Overcast,10.02,1475812800,0.0,10.65,29.0,,3.42
10.08,1.0,2016-10-07,7.94,7,0.87,cloudy,,,0.0,0.0,,1022.58,Overcast,10.08,1475816400,0.0,10.65,29.0,,3.31
10.07,1.0,2016-10-07,7.93,8,0.87,cloudy,,,0.0,0.0,,1022.43,Overcast,10.07,1475820000,0.0,10.25,32.0,,3.29
10.33,1.0,2016-10-07,8.04,9,0.86,cloudy,,,0.0,0.0,,1022.38,Overcast,10.33,1475823600,0.0,9.75,35.0,,3.28
11.02,,2016-10-07,8.11,10,0.82,clear-day,,,0.0,0.0,,,Clear,11.02,1475827200,,9.43,46.0,,3.46
11.51,0.87,2016-10-07,8.53,11,0.82,partly-cloudy-day,,,0.0,0.0,,1022.63,Mostly Cloudy,11.51,1475830800,1.0,10.73,50.0,,3.97
12.04,1.0,2016-10-07,8.55,12,0.79,cloudy,,,0.0,0.0,,1022.73,Overcast,12.04,1475834400,1.0,10.91,52.0,,4.23
12.87,1.0,2016-10-07,8.56,13,0.75,cloudy,,,0.0,0.0,,1022.8,Overcast,12.87,1475838000,1.0,10.91,54.0,,3.77
12.86,0.81,2016-10-07,8.24,14,0.74,partly-cloudy-day,,,0.0,0.0,,1022.65,Mostly Cloudy,12.86,1475841600,1.0,10.91,41.0,,3.36
13.58,1.0,2016-10-07,8.41,15,0.71,cloudy,,,0.0,0.0,,1022.3,Overcast,13.58,1475845200,1.0,10.91,46.0,,3.33
13.43,1.0,2016-10-07,8.43,16,0.72,cloudy,,,0.0,0.0,,1022.06,Overcast,13.43,1475848800,1.0,11.02,24.0,,3.47
13.41,0.83,2016-10-07,8.57,17,0.73,partly-cloudy-day,,,0.0,0.0,,1022.01,Mostly Cloudy,13.41,1475852400,0.0,10.41,14.0,,4.12
12.66,0.94,2016-10-07,8.57,18,0.76,cloudy,,,0.0,0.0,,1021.96,Overcast,12.66,1475856000,0.0,10.96,23.0,,3.31
12.15,1.0,2016-10-07,8.7,19,0.79,cloudy,,,0.0,0.0,,1022.33,Overcast,12.15,1475859600,0.0,10.69,26.0,,3.11
11.81,1.0,2016-10-07,8.77,20,0.82,cloudy,,,0.0,0.0,,1022.55,Overcast,11.81,1475863200,0.0,10.44,27.0,,3.41
11.23,1.0,2016-10-07,8.75,21,0.85,cloudy,,,0.0,0.0,,1022.68,Overcast,11.23,1475866800,0.0,10.33,32.0,,3.18
11.14,1.0,2016-10-07,8.84,22,0.86,cloudy,,,0.0,0.0,,1022.73,Overcast,11.14,1475870400,0.0,10.49,39.0,,3.11
10.91,1.0,2016-10-07,8.89,23,0.87,cloudy,,,0.0,0.0,,1022.98,Overcast,10.91,1475874000,0.0,10.69,38.0,,2.94
10.45,1.0,2016-10-08,8.86,0,0.9,cloudy,,,0.0,0.0,,1023.03,Overcast,10.45,1475877600,0.0,10.44,43.0,,2.55
10.25,1.0,2016-10-08,8.62,1,0.9,cloudy,,,0.0,0.0,,1023.06,Overcast,10.25,1475881200,0.0,9.11,41.0,,2.82
10.18,1.0,2016-10-08,8.31,2,0.88,cloudy,,,0.0,0.0,,1023.31,Overcast,10.18,1475884800,0.0,10.51,40.0,,2.83
8.16,1.0,2016-10-08,7.96,3,0.89,cloudy,,,0.0,0.0,,1023.41,Overcast,9.62,1475888400,0.0,10.81,40.0,,2.83
7.46,1.0,2016-10-08,7.41,4,0.91,cloudy,,,0.0,0.0,,1023.26,Overcast,8.74,1475892000,0.0,11.22,30.0,,2.33
7.24,1.0,2016-10-08,7.17,5,0.91,cloudy,,,0.0,0.0,,1023.15,Overcast,8.6,1475895600,0.0,10.03,41.0,,2.4
6.97,0.4,2016-10-08,6.64,6,0.92,partly-cloudy-night,,,0.0,0.0,,1023.38,Partly Cloudy,7.87,1475899200,0.0,10.46,41.0,,1.73
6.62,0.4,2016-10-08,6.22,7,0.93,partly-cloudy-night,,,0.0,0.0,,1023.86,Partly Cloudy,7.32,1475902800,0.0,9.85,31.0,,1.48
5.4,0.35,2016-10-08,5.83,8,0.92,partly-cloudy-day,,,0.0,0.0,,1024.25,Partly Cloudy,7.03,1475906400,0.0,10.54,34.0,,2.39
7.08,0.94,2016-10-08,6.87,9,0.89,cloudy,,,0.0,0.0,,1024.48,Overcast,8.58,1475910000,0.0,10.75,32.0,,2.59
8.28,,2016-10-08,6.39,10,0.8,clear-day,,,0.0,0.0,,,Clear,9.64,1475913600,,9.98,38.0,,2.69
11.49,0.44,2016-10-08,6.42,11,0.71,partly-cloudy-day,,,0.0,0.0,,1025.13,Partly Cloudy,11.49,1475917200,1.0,10.91,34.0,,2.62
12.07,0.75,2016-10-08,5.29,12,0.63,partly-cloudy-day,,,0.0,0.0,,1025.18,Mostly Cloudy,12.07,1475920800,1.0,10.91,30.0,,3.51
12.44,0.81,2016-10-08,4.65,13,0.59,partly-cloudy-day,,,0.0,0.0,,1025.18,Mostly Cloudy,12.44,1475924400,1.0,10.91,28.0,,4.1
12.16,0.75,2016-10-08,4.01,14,0.57,partly-cloudy-day,,,0.0,0.0,,1025.0,Mostly Cloudy,12.16,1475928000,1.0,10.91,36.0,,3.44
12.74,0.64,2016-10-08,3.93,15,0.55,partly-cloudy-day,,,0.0,0.0,,1024.9,Mostly Cloudy,12.74,1475931600,1.0,11.04,30.0,,2.56
12.54,1.0,2016-10-08,4.27,16,0.57,cloudy,,,0.0,0.0,,1025.08,Overcast,12.54,1475935200,1.0,11.02,38.0,,2.43
12.16,1.0,2016-10-08,4.25,17,0.58,cloudy,,,0.0,0.0,,1025.23,Overcast,12.16,1475938800,0.0,11.02,25.0,,1.95
11.03,1.0,2016-10-08,4.57,18,0.64,cloudy,,,0.0,0.0,,1025.43,Overcast,11.03,1475942400,0.0,11.09,6.0,,1.6
9.18,0.88,2016-10-08,5.37,19,0.77,partly-cloudy-night,,,0.0,0.0,,1025.6,Mostly Cloudy,9.18,1475946000,0.0,10.9,6.0,,1.07
8.06,0.44,2016-10-08,5.18,20,0.82,partly-cloudy-night,,,0.0,0.0,,1025.98,Partly Cloudy,8.06,1475949600,0.0,10.91,11.0,,1.1
7.13,0.66,2016-10-08,4.89,21,0.86,partly-cloudy-night,,,0.0,0.0,,1026.13,Mostly Cloudy,7.13,1475953200,0.0,8.5,21.0,,1.22
6.72,0.26,2016-10-08,4.98,22,0.89,partly-cloudy-night,,,0.0,0.0,,1026.43,Partly Cloudy,6.72,1475956800,0.0,9.66,18.0,,0.83
6.61,0.57,2016-10-08,5.18,23,0.91,partly-cloudy-night,,,0.0,0.0,,1026.75,Partly Cloudy,6.61,1475960400,0.0,9.53,35.0,,0.84
6.38,0.57,2016-10-09,5.22,0,0.92,partly-cloudy-night,,,0.0,0.0,,1026.6,Partly Cloudy,6.38,1475964000,0.0,9.64,13.0,,0.89
5.82,0.58,2016-10-09,4.99,1,0.94,partly-cloudy-night,,,0.0,0.0,,1026.55,Partly Cloudy,5.82,1475967600,0.0,10.49,21.0,,0.77
5.29,0.5,2016-10-09,4.24,2,0.93,partly-cloudy-night,,,0.0,0.0,,1026.6,Partly Cloudy,5.29,1475971200,0.0,8.71,28.0,,0.46
4.93,0.58,2016-10-09,4.35,3,0.96,partly-cloudy-night,,,0.0,0.0,,1026.61,Partly Cloudy,4.93,1475974800,0.0,9.06,12.0,,0.53
4.42,0.18,2016-10-09,3.94,4,0.97,clear-night,,,0.0,0.0,,1026.35,Clear,4.42,1475978400,0.0,7.69,356.0,,0.71
3.61,0.04,2016-10-09,3.07,5,0.96,clear-night,,,0.0,0.0,,1026.2,Clear,3.61,1475982000,0.0,7.4,253.0,,0.07
3.36,0.09,2016-10-09,3.22,6,0.99,clear-night,,,0.0,0.0,,1026.18,Clear,3.36,1475985600,0.0,7.39,316.0,,0.24
3.02,0.14,2016-10-09,2.72,7,0.98,clear-night,,,0.0,0.0,,1026.1,Clear,3.02,1475989200,0.0,5.2,346.0,,0.38
2.57,0.1,2016-10-09,2.26,8,0.98,clear-day,,,0.0,0.0,,1026.32,Clear,2.57,1475992800,0.0,6.36,284.0,,0.34
4.35,0.2,2016-10-09,3.76,9,0.96,clear-day,,,0.0,0.0,,1026.5,Clear,4.35,1475996400,0.0,7.32,259.0,,0.45
6.81,0.0,2016-10-09,5.52,10,0.92,clear-day,,,0.0,0.0,,,Clear,6.81,1476000000,1.0,7.92,281.0,,1.05
9.03,0.94,2016-10-09,6.06,11,0.82,cloudy,,,0.0,0.0,,1026.37,Overcast,9.03,1476003600,1.0,11.76,356.0,,1.22
10.61,1.0,2016-10-09,5.61,12,0.71,cloudy,,,0.0,0.0,,1026.17,Overcast,10.61,1476007200,1.0,10.96,324.0,,1.39
11.24,1.0,2016-10-09,5.28,13,0.67,cloudy,,,0.0,0.0,,1026.15,Overcast,11.24,1476010800,1.0,10.91,327.0,,2.47
11.84,1.0,2016-10-09,4.92,14,0.63,cloudy,,,0.0,0.0,,1025.7,Overcast,11.84,1476014400,1.0,10.96,323.0,,2.26
12.01,0.83,2016-10-09,4.98,15,0.62,partly-cloudy-day,,,0.0,0.0,,1025.35,Mostly Cloudy,12.01,1476018000,1.0,10.91,313.0,,2.48
11.62,1.0,2016-10-09,5.11,16,0.64,cloudy,,,0.0,0.0,,1025.05,Overcast,11.62,1476021600,1.0,10.96,305.0,,2.14
11.21,0.94,2016-10-09,5.38,17,0.67,cloudy,,,0.0356,0.14,rain,1024.82,Overcast,11.21,1476025200,0.0,11.02,335.0,,1.59
10.69,1.0,2016-10-09,5.85,18,0.72,cloudy,,,0.0,0.0,,1024.65,Overcast,10.69,1476028800,0.0,11.22,313.0,,1.34
9.27,1.0,2016-10-09,5.95,19,0.8,cloudy,,,0.0,0.0,,1025.0,Overcast,9.27,1476032400,0.0,11.04,313.0,,0.55
8.17,1.0,2016-10-09,6.1,20,0.87,cloudy,,,0.0,0.0,,1025.15,Overcast,8.17,1476036000,0.0,10.94,15.0,,0.51
7.68,0.88,2016-10-09,6.06,21,0.89,partly-cloudy-night,,,0.0,0.0,,1025.27,Mostly Cloudy,7.68,1476039600,0.0,10.33,306.0,,0.27
6.87,1.0,2016-10-09,5.53,22,0.91,cloudy,,,0.0,0.0,,1025.33,Overcast,6.87,1476043200,0.0,7.27,224.0,,0.3
6.14,0.77,2016-10-09,5.43,23,0.95,partly-cloudy-night,,,0.0,0.0,,1025.45,Mostly Cloudy,6.14,1476046800,0.0,7.18,239.0,,0.54
5.87,0.64,2016-10-10,4.79,0,0.93,partly-cloudy-night,,,0.0,0.0,,1025.52,Mostly Cloudy,5.87,1476050400,0.0,7.35,209.0,,0.42
5.05,0.83,2016-10-10,4.39,1,0.96,partly-cloudy-night,,,0.0,0.0,,1025.53,Mostly Cloudy,5.05,1476054000,0.0,7.23,180.0,,0.35
5.15,0.66,2016-10-10,4.31,2,0.94,partly-cloudy-night,,,0.0,0.0,,1025.45,Mostly Cloudy,5.15,1476057600,0.0,7.35,190.0,,0.55
5.08,0.75,2016-10-10,4.35,3,0.95,partly-cloudy-night,,,0.0,0.0,,1025.4,Mostly Cloudy,5.08,1476061200,0.0,6.44,138.0,,0.55
4.68,0.75,2016-10-10,4.13,4,0.96,partly-cloudy-night,,,0.0,0.0,,1025.28,Mostly Cloudy,4.68,1476064800,0.0,3.57,98.0,,0.12
5.33,1.0,2016-10-10,4.49,5,0.94,cloudy,,,0.0,0.0,,1025.08,Overcast,5.33,1476068400,0.0,4.18,154.0,,0.46
4.73,0.66,2016-10-10,3.94,6,0.95,fog,,,0.0,0.0,,1025.03,Foggy,4.73,1476072000,0.0,3.12,132.0,,0.6
4.81,0.83,2016-10-10,3.88,7,0.94,partly-cloudy-night,,,0.0,0.0,,1024.88,Mostly Cloudy,4.81,1476075600,0.0,3.36,150.0,,0.61
4.83,0.75,2016-10-10,4.16,8,0.95,fog,,,0.0,0.0,,1025.0,Foggy,4.83,1476079200,0.0,3.07,56.0,,0.39
5.4,0.83,2016-10-10,4.52,9,0.94,fog,,,0.0,0.0,,1025.08,Foggy,5.4,1476082800,0.0,2.95,97.0,,0.48
6.49,,2016-10-10,5.43,10,0.93,clear-day,,,0.0,0.0,,,Clear,6.49,1476086400,,5.15,59.0,,0.51
8.04,0.79,2016-10-10,6.03,11,0.87,partly-cloudy-day,,,0.0,0.0,,1025.3,Mostly Cloudy,8.04,1476090000,1.0,8.18,66.0,,0.44
9.66,0.94,2016-10-10,5.82,12,0.77,cloudy,,,0.0,0.0,,1025.23,Overcast,9.66,1476093600,1.0,10.04,37.0,,1.17
10.04,0.75,2016-10-10,5.33,13,0.73,partly-cloudy-day,,,0.0,0.0,,1024.93,Mostly Cloudy,10.04,1476097200,1.0,10.12,18.0,,1.96
10.48,0.66,2016-10-10,4.85,14,0.68,partly-cloudy-day,,,0.0,0.0,,1024.5,Mostly Cloudy,10.48,1476100800,1.0,10.35,51.0,,2.08
10.83,0.94,2016-10-10,4.14,15,0.63,cloudy,,,0.0,0.0,,1024.1,Overcast,10.83,1476104400,1.0,10.57,36.0,,2.57
10.74,0.94,2016-10-10,4.32,16,0.64,cloudy,,,0.0,0.0,,1023.85,Overcast,10.74,1476108000,1.0,10.8,22.0,,2.21
10.45,1.0,2016-10-10,4.67,17,0.67,cloudy,,,0.0,0.0,,1023.7,Overcast,10.45,1476111600,0.0,10.96,11.0,,1.81
8.78,1.0,2016-10-10,4.99,18,0.75,cloudy,,,0.0,0.0,,1023.58,Overcast,9.26,1476115200,0.0,10.91,15.0,,1.52
7.94,1.0,2016-10-10,5.18,19,0.83,cloudy,,,0.0,0.0,,1023.7,Overcast,7.94,1476118800,0.0,10.69,34.0,,1.14
6.97,0.82,2016-10-10,4.76,20,0.86,partly-cloudy-night,,,0.0,0.0,,1023.78,Mostly Cloudy,6.97,1476122400,0.0,10.3,24.0,,0.62
6.02,0.94,2016-10-10,4.26,21,0.89,cloudy,,,0.0,0.0,,1023.83,Overcast,6.02,1476126000,0.0,9.96,41.0,,0.56
5.04,0.25,2016-10-10,3.63,22,0.91,partly-cloudy-night,,,0.0,0.0,,1023.75,Partly Cloudy,5.04,1476129600,0.0,8.85,40.0,,1.16
3.69,0.25,2016-10-10,2.89,23,0.94,partly-cloudy-night,,,0.0,0.0,,1023.73,Partly Cloudy,3.69,1476133200,0.0,6.37,28.0,,0.34
3.1,0.08,2016-10-11,2.56,0,0.96,clear-night,,,0.0,0.0,,1023.63,Clear,3.1,1476136800,0.0,6.05,18.0,,0.35
2.21,0.29,2016-10-11,1.6,1,0.96,partly-cloudy-night,,,0.0,0.0,,1023.6,Partly Cloudy,2.21,1476140400,0.0,6.31,6.0,,0.19
1.79,0.16,2016-10-11,1.39,2,0.97,clear-night,,,0.0,0.0,,1023.55,Clear,1.79,1476144000,0.0,6.94,1.0,,0.22
1.09,0.42,2016-10-11,0.91,3,0.99,partly-cloudy-night,,,0.0,0.0,,1023.35,Partly Cloudy,1.09,1476147600,0.0,7.11,343.0,,0.32
1.31,0.24,2016-10-11,1.17,4,0.99,clear-night,,,0.0,0.0,,1023.03,Clear,1.31,1476151200,0.0,6.95,283.0,,0.46
2.17,0.24,2016-10-11,1.63,5,0.96,clear-night,,,0.0,0.0,,1022.75,Clear,2.17,1476154800,0.0,5.44,192.0,,0.24
2.59,0.26,2016-10-11,2.36,6,0.98,partly-cloudy-night,,,0.0,0.0,,1022.52,Partly Cloudy,2.59,1476158400,0.0,4.96,222.0,,0.62
3.36,0.5,2016-10-11,3.11,7,0.98,partly-cloudy-night,,,0.0,0.0,,1022.32,Partly Cloudy,3.36,1476162000,0.0,3.93,208.0,,0.42
3.88,0.57,2016-10-11,3.68,8,0.99,partly-cloudy-day,,,0.0,0.0,,1022.32,Partly Cloudy,3.88,1476165600,0.0,3.56,282.0,,0.6
5.14,0.44,2016-10-11,4.84,9,0.98,fog,,,0.0,0.0,,1022.25,Foggy,5.14,1476169200,0.0,3.09,297.0,,0.86
6.98,0.0,2016-10-11,6.1,10,0.94,fog,,,0.0,0.0,,,Foggy,6.98,1476172800,1.0,3.19,27.0,,0.09
8.12,0.39,2016-10-11,6.88,11,0.92,partly-cloudy-day,,,0.0356,0.14,rain,1022.37,Partly Cloudy,8.12,1476176400,1.0,4.1,1.0,,0.59
8.83,1.0,2016-10-11,7.19,12,0.89,cloudy,,,0.0635,0.25,rain,1022.37,Overcast,8.83,1476180000,1.0,5.73,17.0,,0.97
9.83,1.0,2016-10-11,7.17,13,0.83,cloudy,,,0.0,0.0,,1022.18,Overcast,9.83,1476183600,1.0,6.74,36.0,,1.28
10.18,1.0,2016-10-11,7.56,14,0.84,cloudy,,,0.0,0.0,,1021.98,Overcast,10.18,1476187200,1.0,9.64,39.0,,1.49
10.6,1.0,2016-10-11,7.24,15,0.8,cloudy,,,0.0,0.0,,1021.78,Overcast,10.6,1476190800,1.0,10.78,32.0,,2.04
10.61,1.0,2016-10-11,7.3,16,0.8,cloudy,,,0.0,0.0,,1021.68,Overcast,10.61,1476194400,1.0,10.91,23.0,,2.35
10.38,1.0,2016-10-11,7.44,17,0.82,cloudy,,,0.0,0.0,,1021.63,Overcast,10.38,1476198000,0.0,10.83,12.0,,1.83
10.02,1.0,2016-10-11,7.77,18,0.86,cloudy,,,0.0,0.0,,1021.53,Overcast,10.02,1476201600,0.0,10.09,354.0,,1.65
9.34,1.0,2016-10-11,7.77,19,0.9,cloudy,,,0.0,0.0,,1021.58,Overcast,9.34,1476205200,0.0,9.66,358.0,,1.21
8.54,1.0,2016-10-11,7.83,20,0.91,cloudy,,,0.0,0.0,,1021.78,Overcast,9.28,1476208800,0.0,8.66,8.0,,1.79
7.9,1.0,2016-10-11,7.82,21,0.91,cloudy,,,0.0635,0.25,rain,1021.81,Overcast,9.24,1476212400,0.0,7.47,19.0,,2.54
7.55,1.0,2016-10-11,8.02,22,0.93,cloudy,,,0.0,0.0,,1021.71,Overcast,9.02,1476216000,0.0,7.27,25.0,,2.65
7.21,1.0,2016-10-11,8.06,23,0.94,cloudy,,,0.0635,0.25,rain,1021.61,Overcast,9.02,1476219600,0.0,7.85,38.0,,3.2
7.07,1.0,2016-10-12,7.63,0,0.92,cloudy,,,0.127,0.25,rain,1021.58,Overcast,8.94,1476223200,0.0,9.14,48.0,,3.3
6.59,1.0,2016-10-12,7.39,1,0.94,cloudy,,,0.0559,0.22,rain,1021.66,Overcast,8.33,1476226800,0.0,10.2,45.0,,2.87
6.36,0.88,2016-10-12,7.18,2,0.93,partly-cloudy-night,,,0.0,0.0,,1021.48,Mostly Cloudy,8.23,1476230400,0.0,10.65,40.0,,3.05
6.18,1.0,2016-10-12,7.21,3,0.94,cloudy,,,0.0686,0.14,rain,1021.43,Overcast,8.18,1476234000,0.0,10.46,49.0,,3.22
5.9,1.0,2016-10-12,6.91,4,0.92,cloudy,,,0.0686,0.14,rain,1021.31,Overcast,8.18,1476237600,0.0,10.56,51.0,,3.73
5.91,1.0,2016-10-12,6.4,5,0.89,cloudy,,,0.0,0.0,,1021.21,Overcast,8.03,1476241200,0.0,10.17,51.0,,3.39
5.38,1.0,2016-10-12,6.22,6,0.89,cloudy,,,0.0,0.0,,1021.16,Overcast,7.84,1476244800,0.0,10.33,56.0,,3.95
5.05,1.0,2016-10-12,5.69,7,0.88,cloudy,,,0.0356,0.14,rain,1021.23,Overcast,7.59,1476248400,0.0,10.53,60.0,,3.98
4.89,0.79,2016-10-12,5.43,8,0.87,partly-cloudy-day,,,0.0,0.0,,1021.51,Mostly Cloudy,7.42,1476252000,0.0,10.57,63.0,,3.9
5.11,1.0,2016-10-12,5.45,9,0.87,cloudy,,,0.0,0.0,,1021.93,Overcast,7.46,1476255600,0.0,10.53,67.0,,3.57
5.47,,2016-10-12,5.24,10,0.84,clear-day,,,0.0,0.0,,,Clear,7.82,1476259200,,9.93,67.0,,3.72
5.52,1.0,2016-10-12,5.2,11,0.83,cloudy,,,0.0,0.0,,1022.51,Overcast,7.99,1476262800,1.0,10.73,71.0,,4.03
5.81,1.0,2016-10-12,5.53,12,0.83,cloudy,,,0.0,0.0,,1022.46,Overcast,8.23,1476266400,1.0,10.7,68.0,,4.05
6.32,1.0,2016-10-12,5.33,13,0.79,cloudy,,,0.0,0.0,,1022.38,Overcast,8.68,1476270000,1.0,10.65,72.0,,4.13
6.53,1.0,2016-10-12,5.17,14,0.78,cloudy,,,0.0,0.0,,1022.08,Overcast,8.77,1476273600,1.0,10.73,73.0,,3.93
6.94,1.0,2016-10-12,5.02,15,0.76,cloudy,,,0.0,0.0,,1021.91,Overcast,9.03,1476277200,1.0,10.65,71.0,,3.71
6.39,1.0,2016-10-12,5.04,16,0.78,cloudy,,,0.0,0.0,,1021.71,Overcast,8.72,1476280800,1.0,10.91,73.0,,4.05
6.82,1.0,2016-10-12,5.24,17,0.78,cloudy,,,0.0,0.0,,1021.46,Overcast,8.86,1476284400,0.0,10.62,70.0,,3.56
6.1,1.0,2016-10-12,5.39,18,0.82,cloudy,,,0.0,0.0,,1021.41,Overcast,8.23,1476288000,0.0,10.8,68.0,,3.49
6.08,1.0,2016-10-12,5.61,19,0.84,cloudy,,,0.0,0.0,,1021.53,Overcast,8.11,1476291600,0.0,10.72,67.0,,3.25
5.55,1.0,2016-10-12,5.66,20,0.87,cloudy,,,0.0,0.0,,1021.53,Overcast,7.77,1476295200,0.0,10.61,67.0,,3.46
5.42,1.0,2016-10-12,5.47,21,0.86,cloudy,,,0.0,0.0,,1021.63,Overcast,7.62,1476298800,0.0,10.7,67.0,,3.38
5.38,1.0,2016-10-12,5.53,22,0.87,cloudy,,,0.0,0.0,,1021.66,Overcast,7.62,1476302400,0.0,10.81,70.0,,3.44
5.42,1.0,2016-10-12,5.94,23,0.88,cloudy,,,0.0,0.0,,1021.66,Overcast,7.79,1476306000,0.0,10.94,78.0,,3.76
5.46,1.0,2016-10-13,5.92,0,0.88,cloudy,,,0.0,0.0,,1021.68,Overcast,7.82,1476309600,0.0,11.1,76.0,,3.73
5.55,1.0,2016-10-13,5.96,1,0.88,cloudy,,,0.0,0.0,,1021.61,Overcast,7.82,1476313200,0.0,11.01,80.0,,3.57
5.42,1.0,2016-10-13,5.92,2,0.88,cloudy,,,0.0,0.0,,1021.41,Overcast,7.84,1476316800,0.0,11.01,75.0,,3.85
5.41,1.0,2016-10-13,5.48,3,0.85,cloudy,,,0.0,0.0,,1021.18,Overcast,7.81,1476320400,0.0,11.01,80.0,,3.82
