apparentTemperature,cloudCover,date,dewPoint,hour,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
20.71,0.83,2016-09-28,11.0,18,0.54,partly-cloudy-day,,,0.0,0.0,,1021.69,Mostly Cloudy,20.71,1475078400,0.0,12.62,240.0,,5.03
20.11,0.83,2016-09-28,10.83,19,0.55,partly-cloudy-day,,,0.0,0.0,,1021.72,Mostly Cloudy,20.11,1475082000,0.0,12.39,229.0,,4.38
19.2,0.71,2016-09-28,10.93,20,0.59,partly-cloudy-night,,,0.0,0.0,,1021.67,Mostly Cloudy,19.2,1475085600,0.0,12.2,226.0,,4.08
18.67,0.94,2016-09-28,11.09,21,0.61,cloudy,,,0.0,0.0,,1021.54,Overcast,18.67,1475089200,0.0,11.25,223.0,,3.54
18.52,1.0,2016-09-28,11.36,22,0.63,cloudy,,,0.0,0.0,,1021.17,Overcast,18.52,1475092800,0.0,11.1,218.0,,4.21
18.5,1.0,2016-09-28,11.37,23,0.63,cloudy,,,0.0,0.0,,1020.82,Overcast,18.5,1475096400,0.0,11.01,220.0,,4.06
18.51,0.94,2016-09-29,11.84,0,0.65,cloudy,,,0.0,0.0,,1020.72,Overcast,18.51,1475100000,0.0,11.07,222.0,,3.97
18.11,0.94,2016-09-29,11.69,1,0.66,cloudy,,,0.0,0.0,,1020.39,Overcast,18.11,1475103600,0.0,11.15,223.0,,4.35
17.99,0.94,2016-09-29,11.65,2,0.66,cloudy,,,0.0,0.0,,1019.66,Overcast,17.99,1475107200,0.0,11.18,218.0,,5.06
17.93,0.94,2016-09-29,11.52,3,0.66,cloudy,,,0.0,0.0,,1019.19,Overcast,17.93,1475110800,0.0,11.18,218.0,,5.23
17.54,0.94,2016-09-29,11.47,4,0.68,cloudy,,,0.0,0.0,,1018.34,Overcast,17.54,1475114400,0.0,11.18,216.0,,5.31
17.13,0.94,2016-09-29,11.39,5,0.69,cloudy,,,0.0,0.0,,1017.56,Overcast,17.13,1475118000,0.0,11.18,214.0,,5.12
16.98,1.0,2016-09-29,11.22,6,0.69,cloudy,,,0.0,0.0,,1016.79,Overcast,16.98,1475121600,0.0,10.99,212.0,,5.0
16.82,0.75,2016-09-29,11.58,7,0.71,partly-cloudy-night,,,0.0,0.0,,1016.24,Mostly Cloudy,16.82,1475125200,0.0,11.07,211.0,,5.48
16.58,0.75,2016-09-29,12.01,8,0.74,partly-cloudy-day,,,0.0,0.0,,1015.83,Mostly Cloudy,16.58,1475128800,0.0,11.68,213.0,,5.19
17.34,0.63,2016-09-29,12.46,9,0.73,partly-cloudy-day,,,0.0,0.0,,1015.36,Mostly Cloudy,17.34,1475132400,0.0,11.68,213.0,,5.92
18.07,,2016-09-29,12.34,10,0.69,wind,,,0.0,0.0,,,Breezy,18.07,1475136000,,9.98,232.0,,7.12
18.82,0.88,2016-09-29,12.84,11,0.68,wind,,,0.0,0.0,,1014.81,Breezy and Mostly Cloudy,18.82,1475139600,1.0,10.73,226.0,,7.66
19.7,1.0,2016-09-29,12.73,12,0.64,wind,,,0.0,0.0,,1014.16,Breezy and Overcast,19.7,1475143200,1.0,10.56,227.0,,7.72
19.92,1.0,2016-09-29,12.71,13,0.63,wind,,,0.0,0.0,,1013.88,Breezy and Overcast,19.92,1475146800,1.0,10.61,229.0,,7.7
19.97,1.0,2016-09-29,12.63,14,0.63,wind,,,0.0,0.0,,1013.09,Breezy and Overcast,19.97,1475150400,1.0,10.73,233.0,,6.8
20.25,1.0,2016-09-29,12.62,15,0.62,wind,,,0.0,0.0,,1012.39,Breezy and Overcast,20.25,1475154000,1.0,10.9,232.0,,7.35
19.76,1.0,2016-09-29,12.72,16,0.64,wind,,,0.0,0.0,,1012.26,Breezy and Overcast,19.76,1475157600,1.0,10.41,233.0,,7.24
19.59,1.0,2016-09-29,12.53,17,0.64,cloudy,,,0.0,0.0,,1011.81,Overcast,19.59,1475161200,0.0,10.27,234.0,,6.58
19.27,1.0,2016-09-29,12.63,18,0.65,wind,,,0.2311,0.13,rain,1011.8,Breezy and Overcast,19.27,1475164800,0.0,9.9,234.0,,6.94
18.17,1.0,2016-09-29,12.62,19,0.7,rain,,,0.7366,0.39,rain,1011.97,Light Rain,18.17,1475168400,0.0,9.56,236.0,,6.37
17.51,0.94,2016-09-29,13.33,20,0.77,cloudy,,,0.381,0.61,rain,1011.97,Overcast,17.51,1475172000,0.0,9.56,235.0,,6.16
16.24,0.94,2016-09-29,13.5,21,0.84,cloudy,,,0.2718,0.6,rain,1012.27,Overcast,16.24,1475175600,0.0,8.84,243.0,,6.12
15.39,0.94,2016-09-29,12.98,22,0.86,cloudy,,,0.2413,0.14,rain,1012.49,Overcast,15.39,1475179200,0.0,10.67,243.0,,5.44
14.84,0.94,2016-09-29,13.18,23,0.9,cloudy,,,0.0,0.0,,1012.47,Overcast,14.84,1475182800,0.0,10.56,240.0,,4.19
14.37,0.94,2016-09-30,13.01,0,0.92,cloudy,,,0.0,0.0,,1012.54,Overcast,14.37,1475186400,0.0,10.48,231.0,,3.58
14.29,0.94,2016-09-30,12.8,1,0.91,cloudy,,,0.1346,0.27,rain,1012.52,Overcast,14.29,1475190000,0.0,10.53,230.0,,3.74
14.13,1.0,2016-09-30,12.76,2,0.91,cloudy,,,0.0,0.0,,1012.37,Overcast,14.13,1475193600,0.0,10.77,233.0,,3.48
13.74,1.0,2016-09-30,12.53,3,0.92,cloudy,,,0.0,0.0,,1012.27,Overcast,13.74,1475197200,0.0,10.28,227.0,,2.92
13.43,0.94,2016-09-30,12.19,4,0.92,cloudy,,,0.0,0.0,,1011.97,Overcast,13.43,1475200800,0.0,9.61,221.0,,2.97
13.49,1.0,2016-09-30,12.2,5,0.92,cloudy,,,0.0,0.0,,1011.94,Overcast,13.49,1475204400,0.0,9.17,217.0,,3.21
13.37,1.0,2016-09-30,12.03,6,0.92,cloudy,,,0.0,0.0,,1011.92,Overcast,13.37,1475208000,0.0,9.0,224.0,,3.15
12.96,0.94,2016-09-30,11.97,7,0.94,cloudy,,,0.0,0.0,,1012.09,Overcast,12.96,1475211600,0.0,8.14,215.0,,2.97
12.96,0.4,2016-09-30,12.03,8,0.94,partly-cloudy-day,,,0.0,0.0,,1012.17,Partly Cloudy,12.96,1475215200,0.0,7.79,220.0,,3.08
13.74,0.94,2016-09-30,12.17,9,0.9,cloudy,,,0.0,0.0,,1012.62,Overcast,13.74,1475218800,0.0,9.06,220.0,,3.32
14.6,,2016-09-30,12.21,10,0.86,clear-day,,,0.0,0.0,,,Clear,14.6,1475222400,,9.53,232.0,,4.01
15.43,0.94,2016-09-30,12.13,11,0.81,cloudy,,,0.0,0.0,,1013.12,Overcast,15.43,1475226000,1.0,10.41,226.0,,4.04
16.17,0.94,2016-09-30,11.58,12,0.74,cloudy,,,0.0,0.0,,1013.27,Overcast,16.17,1475229600,1.0,10.64,235.0,,4.43
16.78,0.94,2016-09-30,10.16,13,0.65,cloudy,,,0.0,0.0,,1013.29,Overcast,16.78,1475233200,1.0,10.96,240.0,,5.37
17.11,0.76,2016-09-30,9.21,14,0.6,partly-cloudy-day,,,0.0,0.0,,1013.12,Mostly Cloudy,17.11,1475236800,2.0,10.9,242.0,,5.24
17.44,0.53,2016-09-30,8.44,15,0.56,partly-cloudy-day,,,0.0711,0.14,rain,1013.09,Partly Cloudy,17.44,1475240400,1.0,10.9,244.0,,5.79
17.77,0.64,2016-09-30,7.64,16,0.51,partly-cloudy-day,,,0.0,0.0,,1013.09,Mostly Cloudy,17.77,1475244000,1.0,10.81,247.0,,5.03
17.18,0.65,2016-09-30,7.58,17,0.53,partly-cloudy-day,,,0.0,0.0,,1013.02,Mostly Cloudy,17.18,1475247600,1.0,11.33,251.0,,4.55
16.67,0.53,2016-09-30,7.44,18,0.54,partly-cloudy-day,,,0.0,0.0,,1013.05,Partly Cloudy,16.67,1475251200,0.0,11.56,240.0,,3.59
13.64,0.45,2016-09-30,7.73,19,0.67,partly-cloudy-day,,,0.0,0.0,,1013.02,Partly Cloudy,13.64,1475254800,0.0,11.83,226.0,,2.06
11.72,0.23,2016-09-30,7.54,20,0.76,clear-night,,,0.0,0.0,,1013.54,Clear,11.72,1475258400,0.0,11.25,197.0,,1.97
10.5,0.44,2016-09-30,7.43,21,0.81,partly-cloudy-night,,,0.0,0.0,,1013.79,Partly Cloudy,10.5,1475262000,0.0,10.93,186.0,,1.69
9.99,0.94,2016-09-30,7.61,22,0.85,cloudy,,,0.0,0.0,,1013.67,Overcast,9.99,1475265600,0.0,10.44,166.0,,1.15
10.06,1.0,2016-09-30,7.94,23,0.87,cloudy,,,0.0,0.0,,1013.22,Overcast,10.06,1475269200,0.0,9.9,160.0,,1.94
10.59,0.94,2016-10-01,8.01,0,0.84,cloudy,,,0.0,0.0,,1013.04,Overcast,10.59,1475272800,0.0,10.2,157.0,,1.9
10.49,0.94,2016-10-01,7.99,1,0.84,cloudy,,,0.0,0.0,,1012.45,Overcast,10.49,1475276400,0.0,10.06,156.0,,1.64
10.37,1.0,2016-10-01,8.02,2,0.85,cloudy,,,0.0,0.0,,1012.0,Overcast,10.37,1475280000,0.0,9.95,160.0,,1.88
10.77,0.76,2016-10-01,8.24,3,0.84,partly-cloudy-night,,,0.0356,0.14,rain,1011.2,Mostly Cloudy,10.77,1475283600,0.0,10.03,156.0,,1.99
10.97,0.31,2016-10-01,8.56,4,0.85,partly-cloudy-night,,,0.0356,0.14,rain,1010.72,Partly Cloudy,10.97,1475287200,0.0,10.01,152.0,,1.74
11.12,0.32,2016-10-01,9.07,5,0.87,partly-cloudy-night,,,0.0,0.0,,1010.27,Partly Cloudy,11.12,1475290800,0.0,10.3,143.0,,1.71
11.06,0.72,2016-10-01,9.47,6,0.9,partly-cloudy-night,,,0.0,0.0,,1009.92,Mostly Cloudy,11.06,1475294400,0.0,10.62,145.0,,1.33
11.36,1.0,2016-10-01,9.62,7,0.89,cloudy,,,0.0,0.0,,1009.73,Overcast,11.36,1475298000,0.0,10.19,139.0,,1.64
11.5,1.0,2016-10-01,9.92,8,0.9,cloudy,,,0.1118,0.22,rain,1009.98,Overcast,11.5,1475301600,0.0,10.12,129.0,,1.35
12.12,0.87,2016-10-01,10.29,9,0.89,partly-cloudy-day,,,0.1651,0.13,rain,1009.6,Mostly Cloudy,12.12,1475305200,0.0,10.12,127.0,,1.33
12.55,,2016-10-01,10.22,10,0.86,clear-day,,,0.0,0.0,,,Clear,12.55,1475308800,,9.74,120.0,,2.75
13.48,0.94,2016-10-01,10.92,11,0.85,cloudy,,,0.0,0.0,,1009.25,Overcast,13.48,1475312400,1.0,10.81,149.0,,2.53
14.86,0.94,2016-10-01,10.98,12,0.78,cloudy,,,0.0,0.0,,1008.98,Overcast,14.86,1475316000,1.0,10.9,144.0,,2.83
15.41,0.77,2016-10-01,10.89,13,0.74,partly-cloudy-day,,,0.0,0.0,,1008.53,Mostly Cloudy,15.41,1475319600,2.0,10.88,157.0,,2.55
16.08,0.88,2016-10-01,10.87,14,0.71,partly-cloudy-day,,,0.0,0.0,,1007.95,Mostly Cloudy,16.08,1475323200,1.0,10.85,165.0,,2.22
15.89,1.0,2016-10-01,10.54,15,0.71,cloudy,,,0.0,0.0,,1007.62,Overcast,15.89,1475326800,1.0,10.85,171.0,,2.26
16.24,0.94,2016-10-01,10.62,16,0.69,cloudy,,,0.033,0.13,rain,1007.32,Overcast,16.24,1475330400,1.0,10.91,195.0,,2.27
16.14,0.94,2016-10-01,11.13,17,0.72,cloudy,,,0.0,0.0,,1007.02,Overcast,16.14,1475334000,0.0,10.91,199.0,,2.64
15.82,0.7,2016-10-01,11.07,18,0.73,partly-cloudy-day,,,0.0,0.0,,1006.82,Mostly Cloudy,15.82,1475337600,0.0,10.96,212.0,,2.15
14.08,0.48,2016-10-01,11.08,19,0.82,partly-cloudy-day,,,0.0,0.0,,1007.02,Partly Cloudy,14.08,1475341200,0.0,10.81,190.0,,1.64
13.12,0.68,2016-10-01,11.01,20,0.87,partly-cloudy-night,,,0.1372,0.14,rain,1007.1,Mostly Cloudy,13.12,1475344800,0.0,10.61,165.0,,1.75
12.58,0.75,2016-10-01,10.6,21,0.88,rain,,,0.6553,0.48,rain,1007.3,Light Rain,12.58,1475348400,0.0,9.7,182.0,,1.84
12.38,0.58,2016-10-01,10.94,22,0.91,partly-cloudy-night,,,0.2896,0.39,rain,1007.85,Partly Cloudy,12.38,1475352000,0.0,10.75,194.0,,2.51
11.82,0.87,2016-10-01,10.53,23,0.92,partly-cloudy-night,,,0.0,0.0,,1007.59,Mostly Cloudy,11.82,1475355600,0.0,10.94,177.0,,2.76
11.36,0.64,2016-10-02,10.36,0,0.94,partly-cloudy-night,,,0.0,0.0,,1007.72,Mostly Cloudy,11.36,1475359200,0.0,10.15,189.0,,2.48
11.36,0.28,2016-10-02,10.17,1,0.92,partly-cloudy-night,,,0.0,0.0,,1007.87,Partly Cloudy,11.36,1475362800,0.0,9.56,183.0,,2.54
11.06,0.17,2016-10-02,9.94,2,0.93,clear-night,,,0.0,0.0,,1007.97,Clear,11.06,1475366400,0.0,9.61,196.0,,2.98
10.84,0.0,2016-10-02,9.69,3,0.93,clear-night,,,0.0,0.0,,1007.99,Clear,10.84,1475370000,0.0,9.54,193.0,,3.06
10.54,0.08,2016-10-02,9.26,4,0.92,clear-night,,,0.0,0.0,,1008.02,Clear,10.54,1475373600,0.0,11.04,193.0,,3.02
10.04,0.0,2016-10-02,8.74,5,0.92,clear-night,,,0.0,0.0,,1007.82,Clear,10.04,1475377200,0.0,11.41,188.0,,3.34
8.11,0.08,2016-10-02,8.23,6,0.9,clear-night,,,0.0,0.0,,1007.82,Clear,9.72,1475380800,0.0,11.86,184.0,,3.12
7.95,0.08,2016-10-02,8.21,7,0.91,clear-night,,,0.0,0.0,,1007.92,Clear,9.6,1475384400,0.0,11.81,187.0,,3.13
10.01,0.08,2016-10-02,8.31,8,0.89,clear-day,,,0.0,0.0,,1007.99,Clear,10.01,1475388000,0.0,10.98,185.0,,3.32
11.24,0.33,2016-10-02,8.65,9,0.84,partly-cloudy-day,,,0.0,0.0,,1008.29,Partly Cloudy,11.24,1475391600,0.0,10.96,199.0,,4.1
12.21,,2016-10-02,8.84,10,0.8,clear-day,,,0.0,0.0,,,Clear,12.21,1475395200,,9.78,210.0,,5.06
12.19,1.0,2016-10-02,8.72,11,0.79,cloudy,,,0.0,0.0,,1008.89,Overcast,12.19,1475398800,1.0,10.85,212.0,,4.87
11.96,1.0,2016-10-02,9.16,12,0.83,cloudy,,,0.0,0.0,,1009.14,Overcast,11.96,1475402400,1.0,9.96,211.0,,4.8
12.82,1.0,2016-10-02,9.12,13,0.78,cloudy,,,0.0,0.0,,1009.34,Overcast,12.82,1475406000,1.0,10.85,207.0,,4.77
13.09,0.94,2016-10-02,9.27,14,0.78,cloudy,,,0.0,0.0,,1009.37,Overcast,13.09,1475409600,1.0,10.69,217.0,,5.01
13.56,1.0,2016-10-02,9.19,15,0.75,rain,,,0.6299,0.12,rain,1009.44,Possible Light Rain,13.56,1475413200,1.0,10.96,212.0,,4.67
13.59,0.94,2016-10-02,9.37,16,0.76,cloudy,,,0.447,0.53,rain,1009.37,Overcast,13.59,1475416800,1.0,10.59,212.0,,4.31
13.01,0.94,2016-10-02,9.65,17,0.8,rain,,,1.0287,0.61,rain,1009.61,Light Rain,13.01,1475420400,0.0,9.98,219.0,,4.36
12.54,1.0,2016-10-02,10.45,18,0.87,cloudy,,,0.1753,0.47,rain,1009.71,Overcast,12.54,1475424000,0.0,9.78,212.0,,3.7
12.29,0.83,2016-10-02,10.46,19,0.89,partly-cloudy-night,,,0.033,0.13,rain,1010.01,Mostly Cloudy,12.29,1475427600,0.0,10.07,226.0,,3.79
12.23,0.82,2016-10-02,10.44,20,0.89,partly-cloudy-night,,,0.2464,0.47,rain,1010.66,Mostly Cloudy,12.23,1475431200,0.0,10.48,231.0,,3.59
12.27,0.83,2016-10-02,10.88,21,0.91,partly-cloudy-night,,,0.4699,0.47,rain,1011.39,Mostly Cloudy,12.27,1475434800,0.0,9.46,240.0,,3.74
12.23,0.94,2016-10-02,11.15,22,0.93,cloudy,,,0.1118,0.22,rain,1012.37,Overcast,12.23,1475438400,0.0,9.29,243.0,,3.49
12.32,0.94,2016-10-02,11.04,23,0.92,cloudy,,,0.0635,0.25,rain,1013.63,Overcast,12.32,1475442000,0.0,9.74,271.0,,3.43
12.26,1.0,2016-10-03,11.09,0,0.93,cloudy,,,0.0,0.0,,1015.17,Overcast,12.26,1475445600,0.0,9.12,288.0,,3.34
11.53,0.87,2016-10-03,10.33,1,0.92,partly-cloudy-night,,,0.0,0.0,,1016.4,Mostly Cloudy,11.53,1475449200,0.0,7.84,294.0,,3.15
10.58,0.83,2016-10-03,9.73,2,0.95,partly-cloudy-night,,,0.0,0.0,,1017.45,Mostly Cloudy,10.58,1475452800,0.0,7.27,301.0,,2.83
8.95,0.83,2016-10-03,9.19,3,0.95,partly-cloudy-night,,,0.0,0.0,,1018.4,Mostly Cloudy,9.96,1475456400,0.0,5.55,288.0,,2.24
10.17,0.75,2016-10-03,9.46,4,0.95,partly-cloudy-night,,,0.0,0.0,,1019.0,Mostly Cloudy,10.17,1475460000,0.0,4.2,283.0,,2.03
10.23,0.83,2016-10-03,9.81,5,0.97,partly-cloudy-night,,,0.0686,0.14,rain,1019.62,Mostly Cloudy,10.23,1475463600,0.0,5.62,272.0,,2.1
10.61,1.0,2016-10-03,9.86,6,0.95,cloudy,,,0.0,0.0,,1020.37,Overcast,10.61,1475467200,0.0,5.44,265.0,,1.69
10.28,0.74,2016-10-03,9.63,7,0.96,rain,,,0.6731,0.22,rain,1020.95,Possible Light Rain,10.28,1475470800,0.0,5.23,282.0,,0.96
10.43,0.76,2016-10-03,9.68,8,0.95,rain,,,0.6731,0.22,rain,1021.88,Possible Light Rain,10.43,1475474400,0.0,4.23,281.0,,1.55
11.19,0.15,2016-10-03,10.44,9,0.95,clear-day,,,0.0,0.0,,1022.75,Clear,11.19,1475478000,0.0,5.41,305.0,,1.31
11.72,0.0,2016-10-03,10.41,10,0.92,clear-day,,,0.0,0.0,,,Clear,11.72,1475481600,1.0,6.94,312.0,,1.77
13.2,0.0,2016-10-03,11.11,11,0.87,clear-day,,,0.0,0.0,,1024.22,Clear,13.2,1475485200,1.0,10.09,356.0,,2.49
14.52,0.31,2016-10-03,10.39,12,0.76,partly-cloudy-day,,,0.0,0.0,,1024.8,Partly Cloudy,14.52,1475488800,2.0,10.69,347.0,,2.52
15.5,0.16,2016-10-03,9.97,13,0.7,clear-day,,,0.0,0.0,,1025.27,Clear,15.5,1475492400,2.0,10.83,348.0,,3.15
15.92,0.75,2016-10-03,9.56,14,0.66,partly-cloudy-day,,,0.0,0.0,,1025.57,Mostly Cloudy,15.92,1475496000,1.0,10.91,2.0,,3.0
16.03,0.81,2016-10-03,9.31,15,0.64,partly-cloudy-day,,,0.0,0.0,,1025.73,Mostly Cloudy,16.03,1475499600,1.0,10.91,344.0,,3.23
15.22,0.65,2016-10-03,10.18,16,0.72,partly-cloudy-day,,,0.0,0.0,,1026.08,Mostly Cloudy,15.22,1475503200,1.0,10.32,350.0,,2.22
14.55,0.55,2016-10-03,10.96,17,0.79,partly-cloudy-day,,,0.033,0.13,rain,1026.38,Partly Cloudy,14.55,1475506800,1.0,10.88,340.0,,2.18
14.28,0.69,2016-10-03,11.16,18,0.82,partly-cloudy-day,,,0.254,0.25,rain,1026.75,Mostly Cloudy,14.28,1475510400,0.0,10.36,2.0,,1.71
13.59,0.82,2016-10-03,11.29,19,0.86,partly-cloudy-night,,,0.127,0.25,rain,1027.4,Mostly Cloudy,13.59,1475514000,0.0,10.81,11.0,,1.42
12.51,0.16,2016-10-03,10.95,20,0.9,clear-night,,,0.0,0.0,,1028.1,Clear,12.51,1475517600,0.0,10.85,19.0,,1.69
11.52,0.64,2016-10-03,10.63,21,0.94,partly-cloudy-night,,,0.0,0.0,,1028.88,Mostly Cloudy,11.52,1475521200,0.0,10.22,18.0,,1.81
11.32,0.68,2016-10-03,10.11,22,0.92,partly-cloudy-night,,,0.0,0.0,,1029.35,Mostly Cloudy,11.32,1475524800,0.0,7.53,17.0,,2.18
10.88,0.77,2016-10-03,9.89,23,0.94,partly-cloudy-night,,,0.0,0.0,,1030.03,Mostly Cloudy,10.88,1475528400,0.0,6.63,22.0,,1.92
11.16,0.87,2016-10-04,10.28,0,0.94,partly-cloudy-night,,,0.0,0.0,,1030.51,Mostly Cloudy,11.16,1475532000,0.0,6.29,32.0,,1.94
10.9,0.6,2016-10-04,10.39,1,0.97,partly-cloudy-night,,,0.0,0.0,,1030.83,Mostly Cloudy,10.9,1475535600,0.0,5.84,44.0,,2.57
10.88,0.83,2016-10-04,10.39,2,0.97,partly-cloudy-night,,,0.0,0.0,,1031.48,Mostly Cloudy,10.88,1475539200,0.0,4.83,34.0,,2.81
11.12,0.94,2016-10-04,10.56,3,0.96,cloudy,,,0.0,0.0,,1031.95,Overcast,11.12,1475542800,0.0,5.38,53.0,,2.38
11.27,0.94,2016-10-04,10.76,4,0.97,cloudy,,,0.0,0.0,,1032.21,Overcast,11.27,1475546400,0.0,7.45,47.0,,2.56
11.42,0.94,2016-10-04,10.49,5,0.94,cloudy,,,0.0,0.0,,1032.48,Overcast,11.42,1475550000,0.0,7.08,36.0,,2.87
10.99,0.62,2016-10-04,9.94,6,0.93,partly-cloudy-night,,,0.0,0.0,,1032.73,Mostly Cloudy,10.99,1475553600,0.0,8.16,51.0,,2.9
10.89,0.4,2016-10-04,9.86,7,0.93,partly-cloudy-night,,,0.0,0.0,,1033.16,Partly Cloudy,10.89,1475557200,0.0,8.53,54.0,,3.03
10.86,0.25,2016-10-04,9.6,8,0.92,partly-cloudy-day,,,0.0,0.0,,1033.48,Partly Cloudy,10.86,1475560800,0.0,8.92,61.0,,2.03
11.81,0.19,2016-10-04,9.96,9,0.88,clear-day,,,0.0,0.0,,1033.76,Clear,11.81,1475564400,0.0,10.24,61.0,,3.46
12.28,,2016-10-04,9.84,10,0.85,clear-day,,,0.0,0.0,,,Clear,12.28,1475568000,,9.83,70.0,,4.45
13.42,0.42,2016-10-04,9.38,11,0.77,partly-cloudy-day,,,0.0,0.0,,1034.78,Partly Cloudy,13.42,1475571600,1.0,10.73,78.0,,5.07
14.39,0.42,2016-10-04,9.44,12,0.72,partly-cloudy-day,,,0.0,0.0,,1034.86,Partly Cloudy,14.39,1475575200,2.0,10.73,80.0,,5.34
14.83,0.53,2016-10-04,8.27,13,0.65,partly-cloudy-day,,,0.0,0.0,,1034.78,Partly Cloudy,14.83,1475578800,2.0,10.73,80.0,,5.5
15.49,0.42,2016-10-04,7.77,14,0.6,partly-cloudy-day,,,0.0,0.0,,1034.76,Partly Cloudy,15.49,1475582400,2.0,10.73,74.0,,5.51
15.98,0.31,2016-10-04,7.11,15,0.56,partly-cloudy-day,,,0.0,0.0,,1034.58,Partly Cloudy,15.98,1475586000,1.0,10.73,75.0,,5.34
16.01,0.42,2016-10-04,6.57,16,0.53,partly-cloudy-day,,,0.0,0.0,,1034.43,Partly Cloudy,16.01,1475589600,1.0,10.91,73.0,,5.25
16.04,0.64,2016-10-04,6.47,17,0.53,partly-cloudy-day,,,0.0,0.0,,1034.28,Mostly Cloudy,16.04,1475593200,1.0,10.91,68.0,,4.78
15.0,0.23,2016-10-04,6.38,18,0.56,clear-day,,,0.0,0.0,,1034.33,Clear,15.0,1475596800,0.0,11.02,67.0,,4.3
12.57,0.23,2016-10-04,6.45,19,0.66,clear-night,,,0.0,0.0,,1034.68,Clear,12.57,1475600400,0.0,11.3,59.0,,2.63
10.73,0.0,2016-10-04,6.26,20,0.74,clear-night,,,0.0,0.0,,1035.13,Clear,10.73,1475604000,0.0,11.3,51.0,,2.53
8.56,0.0,2016-10-04,6.46,21,0.79,clear-night,,,0.0,0.0,,1035.31,Clear,9.89,1475607600,0.0,12.28,56.0,,2.7
8.68,0.08,2016-10-04,6.29,22,0.78,clear-night,,,0.0,0.0,,1035.58,Clear,9.94,1475611200,0.0,12.28,59.0,,2.6
8.27,0.0,2016-10-04,6.47,23,0.79,clear-night,,,0.0,0.0,,1035.83,Clear,9.94,1475614800,0.0,12.83,60.0,,3.3
7.77,0.0,2016-10-05,6.47,0,0.81,clear-night,,,0.0,0.0,,1036.06,Clear,9.61,1475618400,0.0,12.83,63.0,,3.5
7.46,0.0,2016-10-05,6.19,1,0.8,clear-night,,,0.0,0.0,,1036.01,Clear,9.37,1475622000,0.0,10.7,71.0,,3.54
6.22,0.08,2016-10-05,6.12,2,0.86,clear-night,,,0.0,0.0,,1035.93,Clear,8.38,1475625600,0.0,10.11,69.0,,3.59
5.69,0.08,2016-10-05,5.58,3,0.85,clear-night,,,0.0,0.0,,1035.88,Clear,7.88,1475629200,0.0,9.62,66.0,,3.44
5.46,0.0,2016-10-05,5.14,4,0.84,clear-night,,,0.0,0.0,,1035.83,Clear,7.66,1475632800,0.0,12.83,67.0,,3.39
4.65,0.0,2016-10-05,4.44,5,0.84,clear-night,,,0.0,0.0,,1035.61,Clear,6.93,1475636400,0.0,12.83,63.0,,3.26
3.86,0.0,2016-10-05,3.97,6,0.86,clear-night,,,0.0,0.0,,1035.49,Clear,6.15,1475640000,0.0,11.68,62.0,,3.03
3.14,0.0,2016-10-05,3.72,7,0.87,clear-night,,,0.0,0.0,,1035.76,Clear,5.66,1475643600,0.0,11.68,54.0,,3.22
2.79,0.0,2016-10-05,3.4,8,0.87,clear-day,,,0.0,0.0,,1036.03,Clear,5.38,1475647200,0.0,11.68,55.0,,3.25
4.96,0.08,2016-10-05,3.9,9,0.79,clear-day,,,0.0,0.0,,1036.21,Clear,7.29,1475650800,0.0,11.51,54.0,,3.49
6.46,,2016-10-05,4.17,10,0.73,clear-day,,,0.0,0.0,,,Clear,8.79,1475654400,,9.98,68.0,,4.11
10.34,0.0,2016-10-05,4.29,11,0.66,clear-day,,,0.0,0.0,,1036.36,Clear,10.34,1475658000,1.0,10.81,71.0,,5.2
11.57,0.16,2016-10-05,4.39,12,0.61,clear-day,,,0.0,0.0,,1036.08,Clear,11.57,1475661600,2.0,10.73,75.0,,5.4
12.32,0.16,2016-10-05,4.04,13,0.57,clear-day,,,0.0,0.0,,1035.53,Clear,12.32,1475665200,2.0,10.73,71.0,,4.9
12.86,0.53,2016-10-05,2.9,14,0.51,partly-cloudy-day,,,0.0,0.0,,1034.51,Partly Cloudy,12.86,1475668800,2.0,10.73,62.0,,5.07
13.01,0.31,2016-10-05,2.83,15,0.5,partly-cloudy-day,,,0.0,0.0,,1033.91,Partly Cloudy,13.01,1475672400,1.0,10.85,64.0,,4.86
12.93,0.24,2016-10-05,2.68,16,0.5,clear-day,,,0.0,0.0,,1033.28,Clear,12.93,1475676000,1.0,10.91,52.0,,5.04
12.55,0.31,2016-10-05,2.74,17,0.51,partly-cloudy-day,,,0.0,0.0,,1032.83,Partly Cloudy,12.55,1475679600,1.0,11.43,59.0,,4.49
12.0,0.23,2016-10-05,2.47,18,0.52,clear-day,,,0.0,0.0,,1032.38,Clear,12.0,1475683200,0.0,12.36,43.0,,3.7
8.31,0.0,2016-10-05,2.81,19,0.62,clear-night,,,0.0,0.0,,1032.21,Clear,9.67,1475686800,0.0,12.36,40.0,,2.68
7.31,0.0,2016-10-05,2.81,20,0.7,clear-night,,,0.0,0.0,,1032.01,Clear,8.01,1475690400,0.0,12.36,30.0,,1.56
5.45,0.08,2016-10-05,2.86,21,0.73,clear-night,,,0.0,0.0,,1031.71,Clear,7.34,1475694000,0.0,12.83,30.0,,2.81
